,Type,From,To,Amount,Txn,punk_id
350,Claimed,,0xc352b5,,"Jun 23, 2017",23.0
351,Bid Withdrawn,0xfc80c3,,"25Ξ ($45,688)","Mar 29, 2021",24.0
352,Bid,0xfc80c3,,"25Ξ ($42,313)","Mar 27, 2021",24.0
353,Bid Withdrawn,Korniej,,"3Ξ ($1,037)","Sep 21, 2020",24.0
354,Bid,Korniej,,"3Ξ ($1,124)","Sep 21, 2020",24.0
355,Bid Withdrawn,Choyna,,0.50Ξ ($114),"Jun 28, 2020",24.0
356,Bid,Choyna,,0.50Ξ ($114),"Jun 27, 2020",24.0
357,Claimed,,0xc352b5,,"Jun 23, 2017",24.0
358,Bid Withdrawn,0x0601d0,,3Ξ ($565),"May 11, 2020",25.0
359,Bid,0x0601d0,,3Ξ ($571),"May 10, 2020",25.0
360,Bid Withdrawn,Pranksy,,1Ξ ($132),"Jan 03, 2020",25.0
361,Bid,Pranksy,,1Ξ ($132),"Jan 01, 2020",25.0
362,Claimed,,0xc352b5,,"Jun 23, 2017",25.0
363,Claimed,,0xc352b5,,"Jun 23, 2017",26.0
364,Claimed,,0xc352b5,,"Jun 23, 2017",27.0
365,Bid Withdrawn,0xf6721b,,0.10Ξ ($171),"Mar 23, 2021",28.0
366,Bid,0xf6721b,,0.10Ξ ($175),"Mar 22, 2021",28.0
367,Bid,0x717403,,0.06Ξ ($15),"Jun 26, 2017",28.0
368,Bid,0x9be1c7,,0.06Ξ ($15),"Jun 26, 2017",28.0
369,Claimed,,0xc352b5,,"Jun 23, 2017",28.0
370,Claimed,,0xc352b5,,"Jun 23, 2017",29.0
371,Transfer,0xc352b5,0x897aea,,"Jun 09, 2021",30.0
372,Claimed,,0xc352b5,,"Jun 23, 2017",30.0
373,Claimed,,0xc352b5,,"Jun 23, 2017",31.0
374,Transfer,DANNY,0x5ea968,,"Feb 18, 2021",32.0
375,Transfer,0xc352b5,DANNY,,"Feb 18, 2021",32.0
376,Claimed,,0xc352b5,,"Jun 23, 2017",32.0
377,Bid Withdrawn,0x82063a,,0.20Ξ ($395),"Jun 23, 2021",33.0
378,Bid,0x82063a,,0.20Ξ ($386),"Jun 23, 2021",33.0
379,Bid Withdrawn,dafky200…,,2Ξ ($813),"Nov 04, 2020",33.0
380,Bid,dafky200…,,2Ξ ($770),"Nov 02, 2020",33.0
381,Sold,0xc352b5,0x6611fe,0.51Ξ ($105),"Jul 10, 2017",33.0
382,Bid,0x6611fe,,0.51Ξ ($123),"Jul 07, 2017",33.0
383,Claimed,,0xc352b5,,"Jun 23, 2017",33.0
384,Claimed,,0xc352b5,,"Jun 23, 2017",34.0
385,Bid Withdrawn,0xbfa319,,0.23Ξ ($62),"Feb 16, 2020",35.0
386,Bid,0xbfa319,,0.23Ξ ($62),"Feb 16, 2020",35.0
387,Claimed,,0xc352b5,,"Jun 23, 2017",35.0
388,Bid Withdrawn,0x4affe1,,"26Ξ ($46,950)","Mar 19, 2021",36.0
389,Bid,0x4affe1,,"26Ξ ($47,386)","Mar 18, 2021",36.0
390,Bid Withdrawn,0xdc5556,,"10Ξ ($16,853)","Feb 23, 2021",36.0
391,Bid,0xdc5556,,"10Ξ ($18,779)","Feb 22, 2021",36.0
392,Bid Withdrawn,scalynel…,,"16Ξ ($6,092)","Oct 30, 2020",36.0
393,Bid,scalynel…,,"16Ξ ($6,229)","Oct 29, 2020",36.0
394,Bid Withdrawn,scalynel…,,"6Ξ ($1,408)","Jun 11, 2020",36.0
395,Bid,scalynel…,,"6Ξ ($1,464)","Jun 10, 2020",36.0
396,Bid Withdrawn,scalynel…,,4Ξ ($955),"Jun 02, 2020",36.0
397,Bid,scalynel…,,4Ξ ($986),"Jun 02, 2020",36.0
398,Claimed,,0xc352b5,,"Jun 23, 2017",36.0
399,Claimed,,0xc352b5,,"Jun 23, 2017",37.0
400,Claimed,,0xc352b5,,"Jun 23, 2017",38.0
401,Bid,0xf6721b,,0.02Ξ ($44),"Mar 22, 2021",39.0
402,Bid,0xf8efb5,,0Ξ ($18),"Mar 15, 2021",39.0
403,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",39.0
404,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",39.0
405,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",39.0
406,Claimed,,0xc352b5,,"Jun 23, 2017",39.0
407,Bid Withdrawn,0x717403,,0.05Ξ ($14),"Jun 30, 2017",40.0
408,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017",40.0
409,Claimed,,0xc352b5,,"Jun 23, 2017",40.0
410,Claimed,,0xc352b5,,"Jun 23, 2017",41.0
411,Bid Withdrawn,0x7058cc,,<0.01Ξ ($1),"Feb 14, 2018",42.0
412,Bid,0x7058cc,,<0.01Ξ ($1),"Feb 14, 2018",42.0
413,Bid Withdrawn,0xa0a59c,,0.42Ξ ($96),"Jul 23, 2017",42.0
414,Bid,0xa0a59c,,0.42Ξ ($97),"Jul 22, 2017",42.0
415,Claimed,,0xc352b5,,"Jun 23, 2017",42.0
416,Bid Withdrawn,TweetyPi…,,0.66Ξ ($86),"Jan 01, 2020",43.0
417,Bid,TweetyPi…,,0.66Ξ ($87),"Jan 01, 2020",43.0
418,Claimed,,0xc352b5,,"Jun 23, 2017",43.0
419,Bid Withdrawn,0x1fca36,,"25Ξ ($41,717)","Mar 28, 2021",44.0
420,Bid,0x1fca36,,"25Ξ ($43,889)","Feb 22, 2021",44.0
421,Bid Withdrawn,0x1fca36,,"10Ξ ($17,556)","Feb 22, 2021",44.0
422,Bid,0x1fca36,,"10Ξ ($18,817)","Feb 22, 2021",44.0
423,Claimed,,0xc352b5,,"Jun 23, 2017",44.0
424,Claimed,,0xc352b5,,"Jun 23, 2017",46.0
425,Claimed,,0xc352b5,,"Jun 23, 2017",47.0
426,Bid Withdrawn,Carlini8,,2Ξ ($431),"Feb 06, 2020",48.0
427,Bid,Carlini8,,2Ξ ($264),"Jan 01, 2020",48.0
428,Claimed,,0xc352b5,,"Jun 23, 2017",48.0
429,Bid,0xf09d1a,,<0.01Ξ ($2),"Jun 11, 2021",49.0
430,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",49.0
431,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",49.0
432,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",49.0
433,Claimed,,0xc352b5,,"Jun 23, 2017",49.0
434,Bid Withdrawn,Hemba,,0.50Ξ ($119),"Jul 09, 2017",50.0
435,Bid,Hemba,,0.50Ξ ($119),"Jul 09, 2017",50.0
436,Claimed,,0xc352b5,,"Jun 23, 2017",50.0
437,Bid,thisisca…,,0.15Ξ ($332),"Jun 19, 2021",51.0
438,Bid,nirbhik.…,,0.02Ξ ($37),"Jun 11, 2021",51.0
439,Bid,0xb6b401,,<0.01Ξ ($0),"Mar 05, 2021",51.0
440,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",51.0
441,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",51.0
442,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",51.0
443,Claimed,,0xc352b5,,"Jun 23, 2017",51.0
444,Bid,0x3f2de6,,0.03Ξ ($55),"Jun 26, 2021",52.0
445,Bid,0x100a74,,<0.01Ξ ($0),"Feb 26, 2021",52.0
446,Claimed,,0xc352b5,,"Jun 23, 2017",52.0
447,Offered,,,"53Ξ ($113,248)","Jul 11, 2021",53.0
448,Offered,,,"39.99Ξ ($84,211)","Jul 02, 2021",53.0
449,Bid Withdrawn,0xa94181,,"17.50Ξ ($35,747)","Jun 28, 2021",53.0
450,Bid,0xa94181,,"17.50Ξ ($33,815)","Jun 21, 2021",53.0
451,Offered,,,"46.99Ξ ($121,299)","Jun 09, 2021",53.0
452,Offered,,,"48.99Ξ ($186,958)","May 15, 2021",53.0
453,Offered,,,"49.99Ξ ($191,901)","May 09, 2021",53.0
454,Offered,,,"53Ξ ($177,134)","May 03, 2021",53.0
455,Offered,,,"57.99Ξ ($158,298)","Apr 28, 2021",53.0
456,Offered,,,"58.99Ξ ($130,419)","Apr 25, 2021",53.0
457,Offered,,,"59.99Ξ ($152,615)","Apr 22, 2021",53.0
458,Offered,,,"67.99Ξ ($146,763)","Apr 19, 2021",53.0
459,Offered,,,"74.99Ξ ($161,073)","Apr 12, 2021",53.0
460,Bid Withdrawn,beautifu…,,"40Ξ ($77,772)","Apr 01, 2021",53.0
461,Bid,beautifu…,,"40Ξ ($72,832)","Mar 31, 2021",53.0
462,Transfer,jmg,0xb813c6,,"Mar 17, 2021",53.0
463,Offer Withdrawn,,,,"Mar 14, 2021",53.0
464,Offered,,,"53Ξ ($82,932)","Feb 23, 2021",53.0
465,Offer Withdrawn,,,,"Feb 21, 2021",53.0
466,Offered,,,"38.29Ξ ($74,591)","Feb 21, 2021",53.0
467,Offered,,,"37.59Ξ ($74,836)","Feb 20, 2021",53.0
468,Sold,0xdcf227,jmg,"22Ξ ($42,803)","Feb 19, 2021",53.0
469,Offered,,,"22Ξ ($42,352)","Feb 19, 2021",53.0
470,Offered,,,"30Ξ ($53,317)","Feb 17, 2021",53.0
471,Offer Withdrawn,,,,"Feb 15, 2021",53.0
472,Offered,,,"23.50Ξ ($42,755)","Feb 14, 2021",53.0
473,Offered,,,"53Ξ ($90,774)","Feb 06, 2021",53.0
474,Sold,0xc352b5,0xdcf227,"20Ξ ($26,612)","Feb 01, 2021",53.0
475,Offered,,,"20Ξ ($26,612)","Feb 01, 2021",53.0
476,Bid,0xdcf227,,"17.25Ξ ($22,811)","Feb 01, 2021",53.0
477,Bid Withdrawn,0xdcf227,,"12.25Ξ ($16,036)","Jan 31, 2021",53.0
478,Bid,0xdcf227,,"12.25Ξ ($16,587)","Jan 30, 2021",53.0
479,Bid Withdrawn,Carlini8,,2Ξ ($255),"Jan 03, 2020",53.0
480,Bid,Carlini8,,2Ξ ($264),"Jan 01, 2020",53.0
481,Claimed,,0xc352b5,,"Jun 23, 2017",53.0
482,Bid Withdrawn,Cry,,"15Ξ ($20,656)","Jan 30, 2021",54.0
483,Bid,Cry,,"15Ξ ($20,279)","Jan 28, 2021",54.0
484,Bid Withdrawn,Cry,,"10Ξ ($13,519)","Jan 28, 2021",54.0
485,Bid,Cry,,"10Ξ ($13,397)","Jan 28, 2021",54.0
486,Bid Withdrawn,0x754fe6,,"3Ξ ($1,016)","Oct 07, 2020",54.0
487,Bid,0x754fe6,,"3Ξ ($1,016)","Oct 07, 2020",54.0
488,Bid Withdrawn,Pranksy,,1Ξ ($136),"Jan 05, 2020",54.0
489,Bid,Pranksy,,1Ξ ($132),"Jan 01, 2020",54.0
490,Claimed,,0xc352b5,,"Jun 23, 2017",54.0
491,Bid Withdrawn,plzsir.m…,,"8Ξ ($21,519)","Apr 28, 2021",55.0
492,Bid,plzsir.m…,,"8Ξ ($12,883)","Mar 03, 2021",55.0
493,Bid Withdrawn,plzsir.m…,,"4Ξ ($6,442)","Mar 03, 2021",55.0
494,Bid,plzsir.m…,,"4Ξ ($5,267)","Feb 01, 2021",55.0
495,Claimed,,0xc352b5,,"Jun 23, 2017",55.0
496,Claimed,,0xc352b5,,"Jun 23, 2017",56.0
497,Claimed,,0xc352b5,,"Jun 23, 2017",57.0
498,Transfer,0xc352b5,0x897aea,,"Jun 09, 2021",58.0
499,Bid Withdrawn,northwal…,,"0.50Ξ ($1,221)","May 30, 2021",58.0
500,Bid,northwal…,,"0.50Ξ ($1,275)","May 28, 2021",58.0
501,Bid Withdrawn,0x18c32a,,"40Ξ ($110,584)","May 26, 2021",58.0
502,Bid,0x18c32a,,"40Ξ ($110,584)","May 26, 2021",58.0
503,Bid Withdrawn,MrTpunks,,"5Ξ ($1,119)","Jun 15, 2020",58.0
504,Bid,MrTpunks,,"5Ξ ($1,181)","Jun 13, 2020",58.0
505,Bid Withdrawn,Pranksy,,1Ξ ($129),"Jan 02, 2020",58.0
506,Bid,Pranksy,,1Ξ ($132),"Jan 01, 2020",58.0
507,Bid Withdrawn,0x7f3560,,0.02Ξ ($2),"Dec 17, 2018",58.0
508,Bid,0x7f3560,,0.02Ξ ($5),"Oct 05, 2018",58.0
509,Bid,0x824679,,0.02Ξ ($14),"Dec 17, 2017",58.0
510,Bid,0x443b1a,,0Ξ ($5),"Dec 03, 2017",58.0
511,Claimed,,0xc352b5,,"Jun 23, 2017",58.0
512,Bid Withdrawn,0xc991fd,,"22Ξ ($40,306)","Mar 29, 2021",59.0
513,Bid,0xc991fd,,"22Ξ ($39,085)","Mar 29, 2021",59.0
514,Bid Withdrawn,0x7760e0,,0.05Ξ ($14),"Jul 04, 2017",59.0
515,Bid,0x7760e0,,0.05Ξ ($14),"Jul 02, 2017",59.0
516,Claimed,,0xc352b5,,"Jun 23, 2017",59.0
517,Bid,rolexwat…,,<0.01Ξ ($2),"Jun 20, 2021",60.0
518,Bid,0xf09d1a,,<0.01Ξ ($2),"Jun 11, 2021",60.0
519,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",60.0
520,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",60.0
521,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",60.0
522,Claimed,,0xc352b5,,"Jun 23, 2017",60.0
523,Bid,0x717403,,0.25Ξ ($67),"Jul 05, 2017",61.0
524,Bid,0x6611fe,,0.25Ξ ($66),"Jul 05, 2017",61.0
525,Claimed,,0xc352b5,,"Jun 23, 2017",61.0
526,Bid Withdrawn,2pac,,"6.20Ξ ($3,056)","Nov 26, 2020",62.0
527,Bid,2pac,,"6.20Ξ ($3,239)","Nov 26, 2020",62.0
528,Claimed,,0xc352b5,,"Jun 23, 2017",62.0
529,Bid,0xf09d1a,,<0.01Ξ ($2),"Jun 11, 2021",63.0
530,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",63.0
531,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",63.0
532,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",63.0
533,Claimed,,0xc352b5,,"Jun 23, 2017",63.0
534,Bid Withdrawn,Pranksy,,1.50Ξ ($298),"May 22, 2020",64.0
535,Bid,Pranksy,,1.50Ξ ($315),"May 20, 2020",64.0
536,Bid Withdrawn,Pranksy,,1Ξ ($129),"Jan 02, 2020",64.0
537,Bid,Pranksy,,1Ξ ($132),"Jan 01, 2020",64.0
538,Claimed,,0xc352b5,,"Jun 23, 2017",64.0
539,Claimed,,0xc352b5,,"Jun 23, 2017",65.0
540,Bid Withdrawn,Michel_M…,,0.66Ξ ($208),"Jul 26, 2020",66.0
541,Bid,Michel_M…,,0.66Ξ ($161),"Jul 13, 2020",66.0
542,Bid Withdrawn,TweetyPi…,,2.50Ξ ($515),"May 27, 2020",66.0
543,Bid,TweetyPi…,,2.50Ξ ($515),"May 27, 2020",66.0
544,Claimed,,0xc352b5,,"Jun 23, 2017",66.0
545,Bid Withdrawn,0xb70c1a,,"50Ξ ($131,560)","Apr 27, 2021",67.0
546,Bid,0xb70c1a,,"50Ξ ($118,318)","Apr 22, 2021",67.0
547,Bid Withdrawn,0xb70c1a,,"44Ξ ($105,981)","Apr 21, 2021",67.0
548,Bid,0xb70c1a,,"44Ξ ($110,000)","Apr 16, 2021",67.0
549,Bid Withdrawn,snax,,"4Ξ ($1,541)","Sep 18, 2020",67.0
550,Bid,snax,,"4Ξ ($1,502)","Sep 15, 2020",67.0
551,Bid Withdrawn,Pranksy,,2Ξ ($397),"May 22, 2020",67.0
552,Bid,Pranksy,,2Ξ ($420),"May 20, 2020",67.0
553,Claimed,,0xc352b5,,"Jun 23, 2017",67.0
554,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",68.0
555,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",68.0
556,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",68.0
557,Claimed,,0xc352b5,,"Jun 23, 2017",68.0
558,Bid Withdrawn,0x8d9568,,"22Ξ ($40,132)","Mar 19, 2021",69.0
559,Bid,0x8d9568,,"22Ξ ($40,120)","Mar 19, 2021",69.0
560,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",69.0
561,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",69.0
562,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",69.0
563,Bid Withdrawn,ddaavvee,,"5Ξ ($1,804)","Sep 27, 2020",69.0
564,Bid,ddaavvee,,"5Ξ ($1,894)","Sep 15, 2020",69.0
565,Bid Withdrawn,NFTcrypt…,,0.70Ξ ($267),"Aug 25, 2020",69.0
566,Bid,NFTcrypt…,,0.70Ξ ($270),"Aug 23, 2020",69.0
567,Bid Withdrawn,hhhh,,0.69Ξ ($94),"Jan 10, 2020",69.0
568,Bid,hhhh,,0.69Ξ ($92),"Jan 03, 2020",69.0
569,Claimed,,0xc352b5,,"Jun 23, 2017",69.0
570,Claimed,,0xc352b5,,"Jun 23, 2017",70.0
571,Bid Withdrawn,0xce6259,,"2Ξ ($2,581)","Jan 27, 2021",71.0
572,Bid,0xce6259,,"2Ξ ($2,616)","Jan 27, 2021",71.0
573,Claimed,,0xc352b5,,"Jun 23, 2017",71.0
574,Claimed,,0xc352b5,,"Jun 23, 2017",73.0
575,Bid,0xf09d1a,,<0.01Ξ ($2),"Jun 11, 2021",74.0
576,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",74.0
577,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",74.0
578,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",74.0
579,Claimed,,0xc352b5,,"Jun 23, 2017",74.0
580,Claimed,,0xc352b5,,"Jun 23, 2017",75.0
581,Claimed,,0xc352b5,,"Jun 23, 2017",76.0
582,Claimed,,0xc352b5,,"Jun 23, 2017",77.0
583,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",78.0
584,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",78.0
585,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",78.0
586,Claimed,,0xc352b5,,"Jun 23, 2017",78.0
587,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",79.0
588,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",79.0
589,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",79.0
590,Claimed,,0xc352b5,,"Jun 23, 2017",79.0
591,Claimed,,0xc352b5,,"Jun 23, 2017",80.0
592,Claimed,,0xc352b5,,"Jun 23, 2017",81.0
593,Claimed,,0xc352b5,,"Jun 23, 2017",82.0
594,Claimed,,0xc352b5,,"Jun 23, 2017",83.0
595,Bid Withdrawn,jstn.eth,,"10Ξ ($18,086)","Feb 14, 2021",84.0
596,Bid,jstn.eth,,"10Ξ ($18,091)","Feb 14, 2021",84.0
597,Bid Withdrawn,jstn.eth,,"8Ξ ($14,555)","Feb 14, 2021",84.0
598,Bid,jstn.eth,,"8Ξ ($14,606)","Feb 14, 2021",84.0
599,Bid Withdrawn,jstn.eth,,"6Ξ ($11,022)","Feb 14, 2021",84.0
600,Bid,jstn.eth,,"6Ξ ($11,022)","Feb 14, 2021",84.0
601,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",84.0
602,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",84.0
603,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",84.0
604,Claimed,,0xc352b5,,"Jun 23, 2017",84.0
605,Claimed,,0xc352b5,,"Jun 23, 2017",85.0
606,Claimed,,0xc352b5,,"Jun 23, 2017",86.0
607,Bid Withdrawn,0x69f068,,"25Ξ ($37,472)","Mar 03, 2021",87.0
608,Bid,0x69f068,,"25Ξ ($38,957)","Mar 02, 2021",87.0
609,Bid Withdrawn,Michel_M…,,1.25Ξ ($306),"Jul 22, 2020",87.0
610,Bid,Michel_M…,,1.25Ξ ($305),"Jul 13, 2020",87.0
611,Claimed,,0xc352b5,,"Jun 23, 2017",87.0
612,Bid,0x8a3d2e,,"33Ξ ($82,040)","Apr 17, 2021",88.0
613,Bid,0x516358,,"30Ξ ($58,972)","Apr 07, 2021",88.0
614,Bid Withdrawn,0x516358,,"22.88Ξ ($44,976)","Apr 07, 2021",88.0
615,Bid,0x516358,,"22.88Ξ ($47,764)","Apr 04, 2021",88.0
616,Bid Withdrawn,0x89eacd,,"8.80Ξ ($11,289)","Jan 28, 2021",88.0
617,Bid,0x89eacd,,"8.80Ξ ($11,240)","Jan 27, 2021",88.0
618,Bid Withdrawn,robers,,"3Ξ ($2,237)","Dec 31, 2020",88.0
619,Bid,robers,,"3Ξ ($1,884)","Dec 25, 2020",88.0
620,Bid Withdrawn,0x99a594,,0.15Ξ ($142),"Jan 04, 2018",88.0
621,Bid,0x99a594,,0.15Ξ ($142),"Jan 04, 2018",88.0
622,Bid,Slush,,0.05Ξ ($38),"Dec 26, 2017",88.0
623,Bid Withdrawn,0x43b89f,,0.10Ξ ($31),"Oct 18, 2017",88.0
624,Bid,0x43b89f,,0.10Ξ ($38),"Aug 30, 2017",88.0
625,Claimed,,0xc352b5,,"Jun 23, 2017",88.0
626,Offered,,,890Ξ ($1.59M),"Mar 16, 2021",89.0
627,Offered,,,"300Ξ ($542,466)","Mar 12, 2021",89.0
628,Bid Withdrawn,0xdc5556,,"51Ξ ($70,660)","Feb 28, 2021",89.0
629,Bid,0xdc5556,,"51Ξ ($76,069)","Feb 27, 2021",89.0
630,Bid Withdrawn,0xdc5556,,"47Ξ ($67,925)","Feb 27, 2021",89.0
631,Bid,0xdc5556,,"47Ξ ($67,178)","Feb 26, 2021",89.0
632,Bid Withdrawn,0xdc5556,,"45Ξ ($67,954)","Feb 26, 2021",89.0
633,Offered,,,"175Ξ ($265,400)","Feb 26, 2021",89.0
634,Bid,0xdc5556,,"45Ξ ($68,246)","Feb 26, 2021",89.0
635,Bid Withdrawn,0xdc5556,,"41Ξ ($63,172)","Feb 26, 2021",89.0
636,Offered,,,"150Ξ ($218,316)","Feb 26, 2021",89.0
637,Bid,0xdc5556,,"41Ξ ($60,274)","Feb 26, 2021",89.0
638,Bid Withdrawn,0xdc5556,,"35Ξ ($55,515)","Feb 25, 2021",89.0
639,Bid,0xdc5556,,"35Ξ ($57,603)","Feb 25, 2021",89.0
640,Offered,,,"250Ξ ($433,628)","Feb 22, 2021",89.0
641,Bid Withdrawn,Kataster…,,"16Ξ ($5,443)","Sep 06, 2020",89.0
642,Sold,jmg,TokenAng…,"19.99Ξ ($6,898)","Sep 06, 2020",89.0
643,Bid,Kataster…,,"16Ξ ($5,521)","Sep 06, 2020",89.0
644,Offered,,,"19.99Ξ ($6,898)","Sep 06, 2020",89.0
645,Sold,0x052564,jmg,"20Ξ ($4,138)","May 28, 2020",89.0
646,Offered,,,"45Ξ ($9,352)","May 28, 2020",89.0
647,Bid,jmg,,"20Ξ ($4,137)","May 27, 2020",89.0
648,Offered,,,"50Ξ ($10,366)","May 27, 2020",89.0
649,Transfer,0xd8e806,0x052564,,"Jun 12, 2018",89.0
650,Offered,,,"2Ξ ($2,301)","Jan 20, 2018",89.0
651,Offer Withdrawn,,,,"Dec 12, 2017",89.0
652,Offered,,,0.99Ξ ($301),"Oct 31, 2017",89.0
653,Offered,,,1Ξ ($308),"Oct 06, 2017",89.0
654,Offered,,,1.35Ξ ($386),"Sep 23, 2017",89.0
655,Offered,,,1.80Ξ ($510),"Sep 20, 2017",89.0
656,Offered,,,2.49Ξ ($732),"Sep 12, 2017",89.0
657,Offered,,,2.50Ξ ($869),"Aug 28, 2017",89.0
658,Offered,,,3Ξ ($895),"Aug 20, 2017",89.0
659,Offered,,,"3.50Ξ ($1,038)","Aug 13, 2017",89.0
660,Offered,,,"3.99Ξ ($1,229)","Aug 12, 2017",89.0
661,Offer Withdrawn,,,,"Aug 02, 2017",89.0
662,Offered,,,3.39Ξ ($766),"Aug 01, 2017",89.0
663,Offered,,,3.49Ξ ($703),"Jul 31, 2017",89.0
664,Offered,,,3.50Ξ ($705),"Jul 31, 2017",89.0
665,Offer Withdrawn,,,,"Jul 26, 2017",89.0
666,Offered,,,3Ξ ($611),"Jul 25, 2017",89.0
667,Offer Withdrawn,,,,"Jul 18, 2017",89.0
668,Offered,,,2Ξ ($454),"Jul 18, 2017",89.0
669,Offered,,,2.49Ξ ($473),"Jul 17, 2017",89.0
670,Offered,,,3Ξ ($570),"Jul 17, 2017",89.0
671,Offer Withdrawn,,,,"Jul 13, 2017",89.0
672,Offered,,,4Ξ ($897),"Jul 12, 2017",89.0
673,Sold,0xc352b5,0xd8e806,1.50Ξ ($336),"Jul 12, 2017",89.0
674,Bid,0xd8e806,,1.50Ξ ($336),"Jul 12, 2017",89.0
675,Bid,0xa0a59c,,0.42Ξ ($112),"Jul 05, 2017",89.0
676,Bid,0x7760e0,,0.35Ξ ($93),"Jul 05, 2017",89.0
677,Bid,0x00bd3a,,0.35Ξ ($94),"Jul 04, 2017",89.0
678,Bid,0x7760e0,,0.30Ξ ($81),"Jul 04, 2017",89.0
679,Bid,0xa0a59c,,0.30Ξ ($83),"Jul 03, 2017",89.0
680,Bid Withdrawn,Hemba,,0.30Ξ ($84),"Jul 02, 2017",89.0
681,Bid,Hemba,,0.30Ξ ($87),"Jun 29, 2017",89.0
682,Claimed,,0xc352b5,,"Jun 23, 2017",89.0
683,Bid Withdrawn,artifact…,,"55Ξ ($138,902)","Apr 27, 2021",90.0
684,Bid,artifact…,,"55Ξ ($121,012)","Apr 25, 2021",90.0
685,Claimed,,0xc352b5,,"Jun 23, 2017",90.0
686,Claimed,,0xc352b5,,"Jun 23, 2017",91.0
687,Bid Withdrawn,shilpixe…,,"5Ξ ($2,003)","Nov 04, 2020",93.0
688,Bid,shilpixe…,,"5Ξ ($1,791)","Sep 29, 2020",93.0
689,Claimed,,0xc352b5,,"Jun 23, 2017",93.0
690,Bid Withdrawn,Pranksy,,4Ξ ($794),"May 22, 2020",94.0
691,Bid,Pranksy,,4Ξ ($839),"May 20, 2020",94.0
692,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017",94.0
693,Claimed,,0xc352b5,,"Jun 23, 2017",94.0
694,(Wrap),0xfd9065,WrappedC…,,"Feb 04, 2021",95.0
695,Transfer,0xe34bde,0xfd9065,,"Feb 04, 2021",95.0
696,Transfer,0xc352b5,0xe34bde,,"Feb 04, 2021",95.0
697,Claimed,,0xc352b5,,"Jun 23, 2017",95.0
698,Bid Withdrawn,0x09d408,,"10Ξ ($14,851)","Feb 02, 2021",96.0
699,Bid,0x09d408,,"10Ξ ($13,543)","Jan 31, 2021",96.0
700,Bid Withdrawn,0xaf5e63,,2Ξ ($426),"Apr 29, 2020",96.0
701,Bid,0xaf5e63,,2Ξ ($391),"Apr 28, 2020",96.0
702,Bid Withdrawn,Pranksy,,1Ξ ($129),"Jan 02, 2020",96.0
703,Bid,Pranksy,,1Ξ ($132),"Jan 01, 2020",96.0
704,Bid Withdrawn,0x7e5280,,0.82Ξ ($201),"Jun 05, 2019",96.0
705,Bid,0x7e5280,,0.82Ξ ($203),"May 24, 2019",96.0
706,Bid Withdrawn,0x7e5280,,0.80Ξ ($200),"May 24, 2019",96.0
707,Bid,0x7e5280,,0.80Ξ ($200),"May 24, 2019",96.0
708,Claimed,,0xc352b5,,"Jun 23, 2017",96.0
709,Bid Withdrawn,0x9aa6eb,,0.10Ξ ($38),"Apr 07, 2018",97.0
710,Bid,0x9aa6eb,,0.10Ξ ($38),"Apr 07, 2018",97.0
711,Claimed,,0xc352b5,,"Jun 23, 2017",97.0
712,Bid Withdrawn,0x40bb95,,0.20Ξ ($506),"Jun 16, 2021",98.0
713,Bid,0x40bb95,,0.20Ξ ($514),"Jun 15, 2021",98.0
714,Bid Withdrawn,Pranksy,,3.50Ξ ($695),"May 22, 2020",98.0
